DriverNumber,Driver,TeamName,GridPosition,FinishPosition,Points,Status,Laps,Year,Race,avg_temp,avg_rainfall,is_wet_race,DNF
20,MAG,Haas F1 Team,18.0,12.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
3,RIC,RB,9.0,13.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
31,OCO,Alpine,12.0,14.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
24,ZHO,Kick Sauber,17.0,15.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
10,GAS,Alpine,15.0,16.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
2,SAR,Williams,19.0,17.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
77,BOT,Kick Sauber,16.0,18.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
14,ALO,Aston Martin,20.0,19.0,0.0,Lapped,62.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
23,ALB,Williams,14.0,20.0,0.0,Retired,51.0,2024,Emilia Romagna Grand Prix,25.113986013986015,0.0,0,1
16,LEC,Ferrari,1.0,1.0,25.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
81,PIA,McLaren,2.0,2.0,18.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
55,SAI,Ferrari,3.0,3.0,15.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
4,NOR,McLaren,4.0,4.0,12.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
63,RUS,Mercedes,5.0,5.0,10.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
1,VER,Red Bull Racing,6.0,6.0,8.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
44,HAM,Mercedes,7.0,7.0,7.0,Finished,78.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,0
22,TSU,RB,8.0,8.0,4.0,Lapped,77.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
23,ALB,Williams,9.0,9.0,2.0,Lapped,77.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
10,GAS,Alpine,10.0,10.0,1.0,Lapped,77.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
14,ALO,Aston Martin,14.0,11.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
3,RIC,RB,12.0,12.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
77,BOT,Kick Sauber,17.0,13.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
18,STR,Aston Martin,13.0,14.0,0.0,Lapped,76.0,2024,Monaco Grand Prix,21.596499999999995,0.0,0,1
