DriverNumber,Driver,TeamName,GridPosition,FinishPosition,Points,Status,Laps,Year,Race,avg_temp,avg_rainfall,is_wet_race,DNF
1,VER,Red Bull Racing,1.0,1.0,26.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
4,NOR,McLaren,2.0,2.0,18.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
44,HAM,Mercedes,7.0,3.0,15.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
81,PIA,McLaren,3.0,4.0,12.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
63,RUS,Mercedes,6.0,5.0,10.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
11,PER,Red Bull Racing,15.0,6.0,8.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
14,ALO,Aston Martin,9.0,7.0,6.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
23,ALB,Williams,8.0,8.0,4.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
16,LEC,Ferrari,4.0,9.0,2.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
55,SAI,Ferrari,5.0,10.0,1.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
2,SAR,Williams,14.0,11.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
77,BOT,Alfa Romeo,20.0,12.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
27,HUL,Haas F1 Team,11.0,13.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
18,STR,Aston Martin,12.0,14.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
24,ZHO,Alfa Romeo,17.0,15.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
22,TSU,AlphaTauri,16.0,16.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
21,DEV,AlphaTauri,18.0,17.0,0.0,Finished,52.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,0
10,GAS,Alpine,10.0,18.0,0.0,Retired,46.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,1
20,MAG,Haas F1 Team,19.0,19.0,0.0,Retired,31.0,2023,Pre-Season Testing,21.473509933774835,0.0,0,1
