DriverNumber,Driver,TeamName,GridPosition,FinishPosition,Points,Status,Laps,Year,Race,avg_temp,avg_rainfall,is_wet_race,DNF
23,ALB,Williams,5.0,6.0,8.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
44,HAM,Ferrari,18.0,7.0,6.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
30,LAW,Racing Bulls,9.0,8.0,4.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
5,BOR,Kick Sauber,10.0,9.0,2.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
10,GAS,Alpine,13.0,10.0,1.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
87,BEA,Haas F1 Team,12.0,11.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
27,HUL,Kick Sauber,14.0,12.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
22,TSU,Red Bull Racing,7.0,13.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
18,STR,Aston Martin,16.0,14.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
31,OCO,Haas F1 Team,11.0,15.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
12,ANT,Mercedes,19.0,16.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
14,ALO,Aston Martin,20.0,17.0,0.0,Finished,44.0,2025,Belgian Grand Prix,17.030044843049332,0.45739910313901344,1,0
